"subject" "activityName" "time_or_freq" "accleration" "instrument" "jerk_measure" "Magnitude_measure" "mean_or_std" "axis" "Average"
11 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.972891829473684
3 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.964218176451613
7 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.907039513153846
10 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.940301654482759
8 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.91325033
21 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.942186431444444
4 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.931292216611111
18 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.986464542615385
5 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.958612786346154
22 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.909407761152778
9 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.91512680016
25 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.649254767945205
19 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.963193489036145
23 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.957871990555556
24 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.969354834166667
16 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.957895927714286
1 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.79514486386
15 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.943314107916667
2 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.972873912916667
17 "LAYING" "Time" "Gravity" "Acclerometer" "N" "Y" "std" NA -0.948257993521127
7 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.192948900438596
21 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.148138991523077
18 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.379269262142857
11 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.402333202033898
20 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.0429359302764706
22 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA 0.02291996735
26 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.290758024915254
6 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.195117026052632
19 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA 0.109450990201923
14 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.377293155084746
29 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.240231677415094
27 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.230500549298246
4 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.366700879833333
3 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.280009317413793
30 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.352111713846154
13 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.133205034736842
9 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.203733615519231
12 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.144064922688
1 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.141428809031579
8 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.0668322430433333
23 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.0670819655881356
25 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.538291424594595
5 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.288333024071429
28 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.299223359444444
10 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.132624992298283
24 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.399722201034483
15 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.320129322962963
16 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.363144483529412
2 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.281424153881356
17 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.301093269180328
3 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.436901159491525
1 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.466503446226415
21 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.355047693617021
23 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.311143885098039
13 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.456190454
20 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.255611242098039
22 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.0957840344357143
4 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.400922254807692
12 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.432469300961538
9 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.440667540204082
7 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.458695232352941
11 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.509587701296296
2 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.321268911041667
6 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.207379799254902
25 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.679160843538462
5 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.247403476914894
18 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.601463948275862
15 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.316050382083333
26 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.404463896363636
8 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.141494613465854
27 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.479067422156863
14 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.28366383592037
16 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.48321905
28 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.388086248235294
24 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.488487620508475
17 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.357233897916667
29 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.344324833061224
10 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.262038042446809
19 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.114189605875
30 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.596600099538461
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.205239246653061
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.127926051502128
7 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.170319619372979
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA 0.0353601375466667
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.0612699838466667
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.466516044
9 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.16237608927619
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.198206139934783
24 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.263106944836364
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.0179784626888889
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA 0.434490400974359
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA 0.10384507225
15 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.0372666071540476
17 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.221631694184783
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.0894474807979592
21 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.0802241799933333
23 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA 0.112982475627778
25 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.50048333137931
4 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.228851413747333
26 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.1488562664
5 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.0637528559361702
8 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA 0.262628490268421
29 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.138637624454167
27 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.115421210625
10 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA 0.0507010228431579
16 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.165908810808511
12 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.107091019565217
28 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.0707560279130435
30 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.293738801622581
2 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA 0.00565516335106383
3 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.969080752884615
29 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.990719807666667
4 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.9701322836
10 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.988054237592593
7 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.976559676458333
12 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.974734489803922
28 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.973274366805556
6 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.962733502
21 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.985947225176471
25 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.989545142461538
30 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.987799055645161
9 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.964383757
11 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.97935563509434
5 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.969320155681818
27 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.989467178285714
13 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.989497838979592
19 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.986423976027397
20 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.978774578333333
26 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.990898435769231
14 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.976521006111111
24 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.985555822352941
2 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.986774713043478
22 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.979303714032258
8 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.986061512173913
1 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.987364195531915
23 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.982375503382353
18 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.989869574561403
16 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.987472699130435
17 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.99281471515625
15 "SITTING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.986107839152542
2 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.980489077407407
3 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.959303840327869
20 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.956624899041096
7 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.973381306226415
27 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.985347620125
30 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.971225190169491
4 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.963370738392857
12 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.968790683278689
5 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.956863566071429
19 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.983068923561644
21 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.974765161910112
13 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.98680002754386
10 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.965163818409091
8 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.984920797777778
11 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.989242377234043
9 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.969524578888889
24 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.977620953913043
22 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.975876006507936
18 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.98596529369863
28 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.959551987468354
6 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.967102436140351
17 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.991742753589744
16 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.989205231794872
14 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.972965788166667
23 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.978671485441176
15 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.981495125660377
29 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.990785419538461
26 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.986985213648649
25 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.984647071216216
1 "STANDING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.992367790566038
30 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.97923282
27 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.988372773648649
14 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.972576392941176
28 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.978455341875
6 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.954750504912281
13 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.985467853870968
26 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.989970604210526
29 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.992725367826087
20 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.984670073823529
12 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.969843834166667
11 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.983330628421053
3 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.979484593387097
7 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.980127239615385
10 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.976234435172414
8 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.97314748962963
21 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.982800330555555
4 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.970095771666667
18 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.98832154
5 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.980141253846154
22 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.971169779305555
9 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.9633745492
25 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.962161355890411
19 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.98478434
23 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.987010197361111
24 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.985529270555556
16 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.988349656571429
1 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.9543962646
15 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.979890228194444
2 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.987741696041667
17 "LAYING" "Time" "Body" "Acclerometer" "Y" "Y" "Mean" NA -0.981607627887324
7 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.027557329277193
21 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.0838487968942308
18 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.42541866125
11 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.403141284745763
20 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA 0.0210765716843137
22 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA 0.111532924945652
26 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.279350754237288
6 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.0706029648421053
19 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA 0.0356558788076923
14 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.439746918474576
29 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.133036273622642
27 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.266138940350877
4 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.316918956
3 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.139916355325862
30 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.353751020923077
13 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.131788528797719
9 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.317113487115385
12 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.02028505044
1 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.0744717500625263
8 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.184571053979167
23 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.0268194363050847
25 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.542870062567568
5 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.282242276785714
28 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.390449724259259
10 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA 0.037608338009434
24 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.409824562586207
15 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.310071425166667
16 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.403386563921569
2 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.164150985127119
17 "WALKING" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.275672786229508
3 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.439020591694915
1 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.478991622075472
21 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.404183875893617
23 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.362708849411765
13 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.451225931090909
20 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.239444370019608
22 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.0876501605595238
4 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.437261477884615
12 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.329827968269231
9 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.445485397959184
7 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.471265710980392
11 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.490485807222222
2 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.21738939458125
6 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.169970363039216
25 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.674513059846154
5 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.310186545957447
18 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.579330320344828
15 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.313363553125
26 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.334531344727273
8 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.228296364146341
27 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.464610567058824
14 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.337086266574074
16 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.493067129607843
28 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.325362338235294
24 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.441068689830509
17 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.390912450416667
29 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.254485176020408
10 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.226010197889362
19 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.284060693125
30 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.561837706461538
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.0926324494530612
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.0433959844
7 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA 0.0901836280510638
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA 0.194708838913556
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA 0.0467185842571111
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.3825173332
9 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA 0.039907818552381
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.127017223413043
24 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.143501970018182
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA -0.0337640982530556
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA 0.450612065720513
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "Y" "Y" "std" NA 0.209502174375
